LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,PAY_AMT_SEP,PAY_AMT_AUG,PAY_AMT_JUL,PAY_AMT_JUN,PAY_AMT_MAY,PAY_AMT_APR,default payment next month,BILL_AMT
80000,2,3,1,51,1,2,0,0,0,0,0,1883,1920,1931,2003,2046,1,52855.333333333336
10000,2,3,2,53,0,-1,2,-1,-1,-2,2095,0,1000,0,2000,0,1,369.6666666666667
300000,2,5,1,50,-1,2,-1,-1,-1,0,0,264,264,517,11,264,0,394.1666666666667
90000,2,2,1,50,0,0,0,2,0,0,2100,4200,0,2000,2000,2000,0,46399.333333333336
20000,2,2,2,51,-2,-2,-2,-2,-2,-2,0,0,0,0,0,930,0,0.0
30000,2,2,1,53,0,0,0,0,0,0,2000,2000,1500,1000,1000,1351,0,27517.833333333332
80000,2,3,2,50,0,0,0,0,0,0,1754,2210,1700,1614,1600,1600,0,47631.166666666664
20000,2,1,2,54,0,0,0,4,3,2,1500,5000,0,0,0,3000,1,17671.666666666668
20000,2,3,1,55,0,0,0,0,0,0,1238,1300,1500,1000,1000,2500,0,6245.0
50000,2,2,1,53,0,0,0,0,0,0,1607,2010,1505,1001,2007,2007,1,33188.166666666664
120000,2,1,1,60,-2,-2,-2,-2,-2,-2,0,2216,2557,9246,8307,10000,0,4379.166666666667
30000,2,2,1,47,0,0,0,0,0,0,3778,1900,1019,26,1131,1209,0,30255.333333333332
30000,2,2,1,56,2,2,2,2,2,2,1200,1600,0,1600,0,700,1,16250.666666666666
80000,2,3,1,55,0,0,0,0,0,0,5024,5014,5016,5017,5011,5014,0,43856.666666666664
50000,2,2,1,55,0,0,0,2,2,0,1376,3314,1050,0,1100,950,0,24203.333333333332
80000,2,2,1,56,3,2,2,2,2,2,3000,3000,3500,3000,300,5100,1,67197.33333333333
100000,2,2,1,52,2,2,2,2,0,0,6018,5000,0,6040,4000,15000,0,95545.16666666667
30000,2,3,1,62,0,0,0,0,0,0,1700,1700,1700,1000,1000,2000,1,20905.0
130000,2,1,2,51,0,0,0,0,0,0,6000,5002,6000,5000,6000,4000,0,78418.66666666667
20000,2,3,1,54,1,2,2,2,0,0,0,1600,1000,1000,866,0,0,8656.166666666666
80000,2,2,1,57,2,2,-2,-2,-2,-2,0,0,0,0,0,0,1,13691.666666666666
100000,2,1,1,51,0,0,0,0,0,0,3200,3400,3700,2800,2900,3100,0,86286.33333333333
20000,2,3,2,50,2,0,0,0,2,2,1600,1542,2300,0,1400,800,1,14259.5
120000,2,2,1,51,0,0,0,0,0,0,5000,6000,3000,3000,2000,73000,0,102527.33333333333
50000,2,2,2,53,2,2,2,0,0,2,3591,0,1500,1100,0,300,1,7630.5
80000,2,3,1,59,0,0,0,0,0,0,3212,2106,2000,1603,1903,2006,0,58270.166666666664
90000,2,3,1,54,0,0,0,0,0,0,2301,1354,2906,370,381,376,0,18772.0
60000,2,3,2,47,0,0,0,0,0,0,3329,3429,2015,2000,2004,1000,0,32456.166666666668
100000,2,3,1,50,0,0,0,2,2,2,1473,3312,0,2578,1294,0,1,30599.5
50000,2,2,1,50,0,0,0,0,0,0,2070,2357,1746,1628,1520,2202,0,49479.166666666664
30000,2,3,1,53,2,2,2,2,2,2,1600,1379,1000,1000,0,1700,1,19190.833333333332
240000,2,1,1,58,-1,-1,-1,-1,-1,-1,8210,3001,6866,4681,2729,3138,0,5448.833333333333
200000,2,1,1,47,0,0,0,0,0,0,4000,3455,5000,10000,2500,2231,0,89379.33333333333
130000,2,3,2,50,-1,-1,-1,-1,0,0,107767,206,3265,3000,2000,2000,0,11454.666666666666
110000,2,3,1,50,0,0,0,2,2,0,4700,11500,3925,0,5000,4100,0,107200.83333333333
50000,2,2,1,51,0,0,0,2,0,0,2000,3334,27,300,1092,400,0,20190.5
20000,2,3,1,56,0,0,2,2,3,4,2000,2000,2000,2000,2000,2000,1,11101.333333333334
50000,2,3,1,69,0,0,0,0,0,0,2000,2000,2000,2000,605,1000,0,16067.833333333334
80000,2,2,1,54,2,2,2,2,2,2,2200,2100,2000,0,4200,2100,1,50495.0
20000,2,3,1,52,2,0,0,0,0,0,1536,1600,1600,1500,700,2900,1,16554.166666666668
20000,2,3,1,56,1,2,0,0,2,2,0,1204,2200,500,0,700,1,12298.0
30000,2,3,1,53,0,0,2,0,0,2,3086,0,1276,3223,805,0,1,15904.666666666666
240000,2,4,1,59,0,0,0,0,0,0,8357,10001,10000,10000,5000,20000,0,204281.83333333334
50000,2,3,2,56,1,-2,-2,-2,-1,-1,0,0,0,562,736,1269,1,216.33333333333334
80000,2,3,2,53,0,0,-1,-1,0,0,1400,801,1030,1000,0,0,0,1488.1666666666667
180000,2,1,2,56,-2,-2,-2,-2,-2,-2,0,1829,998,200,4208,0,1,972.8333333333334
240000,2,3,1,55,0,0,0,0,0,0,8000,11000,9000,7000,7000,7200,0,208567.5
120000,2,2,1,54,0,0,0,0,0,0,3072,3074,2887,2774,2871,3000,0,84163.33333333333
20000,1,2,2,21,2,0,0,2,0,0,2000,5000,0,0,0,0,1,16715.666666666668
100000,1,2,2,33,0,0,3,2,0,0,5328,0,0,760,0,0,0,31482.333333333332
30000,1,2,2,22,3,2,2,3,3,3,0,0,0,0,0,0,1,1050.0
30000,1,2,2,23,0,0,2,2,2,-1,5320,0,3316,0,700,0,1,19686.833333333332
50000,1,2,2,22,0,0,2,0,0,0,3500,1000,2000,900,900,1000,0,47994.833333333336
100000,1,2,2,23,0,0,0,0,0,0,2000,1600,2000,1500,2000,2000,0,46155.0
80000,1,1,2,23,0,0,0,0,0,2,2926,2550,1848,6084,38,4,0,52793.166666666664
60000,2,3,1,54,-1,-1,-1,0,0,0,21690,32264,12948,0,17370,0,0,14402.0
120000,1,2,2,25,1,2,0,0,0,0,70,8000,2000,1346,3000,0,1,72264.66666666667
20000,1,3,2,32,0,0,0,0,0,2,1230,1096,1344,1187,285,66,0,4911.833333333333
20000,1,2,2,26,1,3,2,2,2,2,1000,0,3300,0,1200,700,0,18135.0
50000,1,1,2,26,0,0,0,0,0,2,1672,1699,1600,901,1500,7,0,29448.0
50000,1,2,2,23,-1,-1,-1,0,0,0,0,45361,1800,1503,1735,1724,0,30579.333333333332
50000,1,2,1,24,0,0,0,0,0,0,1300,1310,1300,700,1000,800,1,17661.5
10000,1,2,2,23,-1,0,0,0,0,-2,1300,1300,1000,0,0,0,0,6229.833333333333
20000,1,2,2,24,2,2,2,0,0,2,1500,0,1500,2500,0,1500,1,15795.833333333334
30000,1,2,2,25,0,0,0,0,0,0,1300,1300,1400,500,600,600,0,8336.0
10000,1,3,2,25,0,0,0,0,0,-1,1500,5000,4000,2000,22400,0,0,9117.666666666666
10000,1,3,2,22,1,4,3,2,2,2,0,0,0,1000,0,750,1,8010.833333333333
150000,1,2,2,23,2,0,0,-1,0,0,135018,3000,120000,823,80000,3684,1,69990.33333333333
80000,1,2,2,24,2,0,0,2,0,0,3000,6107,0,1675,1895,2117,1,48372.833333333336
20000,1,2,2,24,0,0,0,0,0,-1,1073,1258,1000,228,1035,0,0,3695.8333333333335
120000,1,1,2,24,2,-1,0,0,-2,-1,2103,1170,1162,0,3443,0,1,1751.8333333333333
40000,1,1,2,24,0,0,0,0,0,-1,2000,20000,1359,600,33625,615,0,33005.166666666664
20000,1,3,2,24,3,3,2,2,2,2,1000,1600,800,800,700,800,1,17129.166666666668
100000,1,2,1,24,2,2,2,2,2,2,2800,700,700,1300,700,700,1,13428.5
160000,1,1,2,25,-1,0,0,-1,-1,-1,2000,0,1363,11422,12455,24262,0,4676.0
20000,1,1,2,24,1,2,2,4,3,2,0,4893,0,0,0,1000,1,19375.333333333332
60000,1,2,2,24,1,2,3,2,0,0,5000,0,198,1500,1300,2000,1,51976.833333333336
150000,1,2,2,27,0,0,0,0,0,0,5065,20028,3152,2025,5211,10061,0,71258.0
40000,1,2,2,24,4,3,2,3,2,2,0,2335,1200,1225,2300,1396,1,39016.166666666664
30000,1,2,2,26,0,0,0,0,0,0,1500,1500,1450,889,920,992,0,26295.833333333332
420000,1,2,2,26,1,2,2,0,0,0,14000,15,13175,11700,11900,12140,1,359000.1666666667
20000,1,2,2,26,2,3,2,0,0,2,0,0,1900,3000,1500,0,0,15619.166666666666
50000,1,2,2,25,2,2,0,0,0,-2,1200,1200,1000,0,0,0,1,22971.333333333332
20000,1,2,2,23,1,2,0,0,0,0,0,2000,1600,0,1150,2000,0,18550.0
20000,1,3,2,24,0,0,0,0,0,0,1600,1357,1236,623,653,673,0,18768.0
20000,1,2,1,28,0,0,0,2,2,3,2000,3300,0,2700,0,500,0,18521.666666666668
300000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
30000,1,1,2,25,2,2,2,2,2,0,2600,2441,820,0,851,1678,0,25114.833333333332
140000,1,1,2,27,0,-1,0,0,0,0,143713,5554,3619,3002,1940,2921,0,79844.5
20000,1,2,1,27,0,0,0,0,0,0,1500,1800,1200,751,1000,0,0,18866.666666666668
390000,1,1,2,27,0,0,0,0,0,0,20008,15057,10100,10000,10000,15000,0,294033.6666666667
50000,1,2,2,27,0,0,0,0,0,0,1600,2000,6416,4406,1014,3006,0,34211.666666666664
50000,1,2,2,26,-1,0,0,0,0,0,2000,2000,1000,2000,2000,2000,0,4998.5
50000,1,2,1,26,0,0,0,0,0,0,2072,1769,1003,189,120,100,0,32257.0
320000,1,2,2,26,0,0,0,0,0,0,12167,8335,5113,5062,5221,5184,0,208148.5
280000,1,1,1,26,0,0,0,0,0,0,12596,11320,7608,6628,7004,6902,0,237084.16666666666
50000,1,1,2,26,1,2,2,2,2,2,3000,1900,1700,1700,0,2500,1,40971.166666666664
500000,1,2,2,26,0,0,0,0,0,0,6005,6005,6094,4161,5021,4350,0,127786.0
200000,1,1,2,28,-1,-1,-1,-1,-1,-1,1731,1606,1051,3574,2036,1703,0,2059.3333333333335
50000,1,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
300000,1,2,2,27,-2,-2,-2,-2,-1,-1,0,0,0,300,100,100,0,-66.33333333333333
30000,1,2,2,27,1,2,0,0,2,2,0,1682,2697,0,3219,0,0,23864.5
50000,1,2,2,27,2,2,0,0,0,0,0,1842,1770,1751,3894,0,1,49200.666666666664
10000,1,2,1,27,4,3,3,2,3,2,900,0,1000,0,0,433,1,4175.666666666667
20000,1,3,2,28,1,2,0,0,3,2,0,1158,4000,0,0,900,1,10218.666666666666
50000,1,3,2,27,0,0,0,0,0,0,1961,2075,1294,999,934,849,0,36130.333333333336
30000,1,2,2,26,0,0,0,0,0,2,2875,4900,2000,2100,0,2500,0,26145.5
100000,1,1,2,30,0,0,0,0,0,0,4511,3711,3685,2797,2897,3046,1,93248.5
130000,1,1,2,29,-1,-1,-1,0,0,-1,6247,59904,30000,10000,15365,10778,0,35065.833333333336
20000,1,2,2,30,1,2,2,2,2,2,1000,2400,0,2700,0,283,0,18836.666666666668
150000,1,1,2,29,2,0,0,0,0,0,3500,4000,4000,2000,10000,4000,0,16204.166666666666
220000,1,2,1,28,0,0,0,0,0,0,6000,5000,20012,23099,10029,30019,0,58370.5
100000,1,2,2,29,1,-1,-1,-1,0,-1,4586,2863,7845,7000,671,671,0,4790.333333333333
130000,1,2,2,25,0,0,0,0,0,-2,5100,4600,3000,0,0,0,1,68111.0
40000,1,2,2,29,0,0,2,0,0,2,3100,0,2100,3000,0,3000,0,23764.666666666668
10000,1,1,2,30,3,2,2,7,7,7,0,0,0,0,0,0,1,2300.0
290000,1,1,1,30,1,-2,-2,-2,-1,-1,0,0,0,1455,732,291,0,-169.0
180000,1,2,2,27,0,0,0,0,0,0,4345,5966,4250,4200,4200,4200,0,121338.83333333333
280000,1,2,2,27,-2,-2,-2,-2,-2,-2,2891,1586,2444,1586,1579,1579,0,1931.8333333333333
30000,1,2,2,27,3,2,2,4,4,4,0,0,0,0,0,0,1,1650.0
310000,1,1,1,29,1,2,0,0,0,0,651,15000,10000,10200,2149,299,1,117359.66666666667
70000,1,1,2,28,0,0,0,0,0,0,8000,2000,30000,5000,20000,25000,0,20655.166666666668
120000,1,1,2,28,0,0,0,2,2,0,2515,7703,600,0,595,599,1,13691.166666666666
240000,1,2,2,29,-1,-1,-1,-1,-1,-2,0,780,780,0,0,0,0,260.0
50000,1,2,1,27,0,0,0,0,0,0,2000,5300,1500,1100,1000,1000,0,37883.833333333336
320000,1,1,1,28,0,0,0,0,0,0,3524,2941,2013,270,42659,100002,0,42780.333333333336
80000,1,2,2,29,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,13691.666666666666
20000,1,2,2,29,1,2,2,2,2,2,0,3000,0,5000,0,3000,1,14312.0
80000,1,2,2,29,1,2,0,0,2,0,0,3000,15000,0,3000,3000,0,66144.16666666667
360000,1,2,1,28,-2,-1,2,2,-2,-2,2500,0,0,0,0,0,0,833.3333333333334
50000,1,2,2,29,0,0,0,0,0,0,2070,3000,2000,2000,2000,2000,0,46357.0
20000,1,2,2,23,-1,-1,0,-1,0,-1,4005,4078,1237,1000,61,0,1,2783.8333333333335
10000,1,2,2,25,4,3,3,2,0,0,600,600,500,500,500,500,0,6166.666666666667
100000,1,2,2,28,0,0,0,0,0,0,3500,3500,3000,4000,3000,3000,0,75125.0
50000,1,2,3,30,0,0,0,0,0,0,2536,2454,1588,780,803,673,0,41307.333333333336
30000,1,2,2,24,2,-1,-1,-2,-2,-2,780,0,0,0,0,0,0,195.0
20000,1,2,2,24,0,0,0,0,0,0,3287,1313,1299,670,686,694,0,18125.166666666668
70000,1,2,2,28,3,2,2,0,0,0,3500,0,3204,2003,2013,2511,0,79288.0
490000,1,1,2,29,-1,-1,-1,-2,-1,0,678,571,1225,140597,6000,3900,0,45846.333333333336
30000,1,1,2,29,1,2,2,2,2,2,0,5000,1500,1200,1300,0,1,28305.5
20000,1,1,2,29,0,0,0,0,0,0,1329,1324,1000,2000,1000,0,0,12637.166666666666
290000,1,1,2,29,-1,-1,-1,-1,0,0,2838,1359,14968,2022,110142,205,0,24896.333333333332
20000,1,3,2,29,5,4,3,2,3,3,0,0,0,0,0,0,0,1800.0
180000,1,1,2,26,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,1419.3333333333333
100000,1,2,2,27,0,0,0,0,-2,-2,3749,2782,0,0,1218,102400,0,44642.833333333336
30000,1,2,2,26,0,0,0,0,0,0,2500,2000,2000,1000,1500,1500,1,24112.5
470000,1,1,2,27,0,0,0,0,0,0,10005,9001,8001,5001,5001,6145,0,159238.83333333334
200000,1,2,2,29,0,0,0,0,0,0,2500,2626,9412,500,1000,500,0,37361.833333333336
400000,1,1,2,29,0,-1,0,0,0,0,82694,1939,1720,1712,1766,1907,0,56202.5
400000,1,2,2,29,0,0,0,0,0,0,3803,2551,2735,2628,1574,1649,0,78576.16666666667
50000,1,2,2,25,0,0,0,0,0,0,1855,1804,1713,681,701,785,0,37250.0
70000,1,2,2,25,1,3,2,0,0,0,0,1000,2000,2000,2000,2000,0,13518.833333333334
80000,1,3,1,31,1,2,0,0,0,0,0,1459,1447,983,1023,1042,0,27432.833333333332
70000,1,1,2,29,2,2,2,2,2,2,1800,2000,1400,1500,1500,1600,1,35921.166666666664
20000,1,2,2,28,3,2,2,2,2,-1,0,0,0,0,1150,0,0,316.6666666666667
10000,1,2,2,28,-1,2,-1,2,3,2,0,8642,800,107,200,0,1,5421.5
430000,1,2,2,30,-1,-1,2,0,0,0,5011,0,2000,20000,15000,5000,1,35983.0
40000,1,2,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
450000,1,2,1,29,0,0,0,0,0,0,8101,12029,35524,38,2015,7522,0,93852.66666666667
10000,1,3,1,30,1,2,0,0,0,0,0,1176,1000,121,57,5507,1,6913.166666666667
10000,1,2,2,29,0,0,0,0,0,0,1120,1117,1127,279,289,369,0,8159.5
10000,1,2,1,29,2,0,0,2,2,2,1500,1700,1000,1000,1000,1500,0,5711.833333333333
80000,1,1,2,29,0,0,0,0,0,0,3000,3100,7000,3200,3500,3200,0,79552.16666666667
80000,1,3,1,29,2,2,0,0,2,4,0,2600,6332,7000,5000,0,1,73598.16666666667
240000,1,2,2,29,0,0,0,0,0,0,7347,6830,6700,6400,6412,6549,0,216171.5
280000,1,2,2,31,0,0,0,0,-1,0,2000,2100,2500,185957,6500,6100,0,113149.5
50000,1,2,2,31,-1,0,0,0,0,0,2955,2500,2500,2526,2000,1500,0,4584.0
80000,1,1,2,32,0,0,0,2,0,0,1650,5400,0,1662,1717,1600,0,41286.5
20000,1,3,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
90000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0.0
200000,1,1,2,29,-2,-1,-1,-1,-1,-1,3447,2261,3377,0,11235,2795,0,4719.333333333333
360000,1,1,2,30,2,-1,-1,2,-1,-1,428,5306,0,604,14850,2403,0,4469.166666666667
50000,1,2,1,31,-1,-1,2,2,-2,-2,2590,0,0,0,0,0,0,801.6666666666666
130000,1,1,2,27,2,2,2,0,0,0,3500,0,2798,3500,2627,3000,1,69749.5
80000,1,3,1,31,0,0,0,0,0,0,3000,4000,3000,3000,4000,3000,0,53385.5
200000,1,2,2,29,-1,-1,-1,-2,-2,-2,9117,0,0,0,0,0,1,2591.0
150000,1,2,1,39,1,2,0,0,0,0,0,1175,1135,1000,1000,1000,0,10316.5
370000,1,1,1,34,0,0,0,0,0,0,14104,10107,9410,8398,8464,7826,0,297873.0
310000,1,2,2,45,-1,-1,-1,-1,-1,-1,1217,31967,1796,1936,556,15664,0,26984.333333333332
240000,1,1,2,41,0,0,0,0,0,0,3759,3500,3000,982,3437,2044,0,27821.833333333332
320000,1,1,1,35,0,0,2,2,2,2,11003,5000,5000,5000,5100,5300,0,117387.83333333333
50000,1,2,2,39,3,2,0,0,0,0,0,2343,1548,476,336,348,0,33689.333333333336
50000,1,2,1,41,0,0,0,0,0,0,2022,2016,1272,1000,1000,1000,0,24716.333333333332
50000,1,3,1,30,2,2,2,0,0,0,2882,0,1259,591,613,608,1,17129.833333333332
80000,1,1,2,31,0,0,0,0,0,0,9000,5000,3000,3000,2501,3000,0,76583.0
420000,1,1,2,32,0,0,0,2,0,0,4118,14000,0,1837,3010,144204,0,78751.33333333333
50000,1,1,2,32,2,2,2,2,2,2,2000,1900,1300,1300,1500,1500,1,32797.833333333336
150000,1,2,2,32,2,2,-2,-2,-1,2,0,0,0,138355,0,5200,1,59916.166666666664
130000,1,1,2,34,0,0,0,0,0,0,1818,2002,1400,600,1000,0,1,27233.5
170000,1,2,1,34,0,0,0,0,2,2,2000,2000,7500,2200,0,3000,0,52876.333333333336
170000,1,3,1,45,0,0,0,0,0,0,8000,4000,3000,2500,5000,3000,0,107933.33333333333
120000,1,2,2,25,0,0,2,0,0,0,2446,438,1000,0,7,0,0,6520.166666666667
30000,1,3,2,35,1,2,2,0,0,0,1900,0,1300,884,780,0,1,27027.666666666668
220000,1,2,2,30,0,0,0,2,-1,-1,1000,7397,0,3703,3500,3697,0,4676.333333333333
50000,1,2,2,25,2,2,2,0,0,0,3800,0,2000,1500,1000,2000,1,19671.666666666668
30000,1,2,2,34,2,2,2,0,0,2,1200,0,1200,1500,0,460,1,8863.5
250000,1,1,2,30,0,0,0,0,0,0,40000,85756,35153,4236,6080,88,0,87731.66666666667
20000,1,2,2,29,0,0,0,0,0,0,1233,1576,1300,1000,1400,0,1,15744.166666666666
10000,1,3,1,30,0,0,0,3,2,0,1141,3258,0,0,357,400,1,9648.333333333334
50000,1,2,2,41,0,0,0,0,-2,-1,2200,2200,0,0,20000,1000,0,25238.666666666668
30000,1,3,1,48,0,0,0,2,2,3,1500,3400,1200,2100,0,0,1,23260.5
20000,1,2,2,31,2,2,2,2,0,0,1000,1000,1000,1000,1000,700,1,14841.0
200000,1,2,2,32,0,0,0,0,0,0,8001,6500,6146,3300,2476,5749,0,150384.5
50000,1,1,2,33,1,2,2,2,0,0,0,3000,0,2000,1000,1500,0,9239.0
120000,1,1,2,35,-1,-1,-1,-1,-1,2,326,176,0,1428,0,476,0,351.0
210000,1,1,2,40,-1,-1,-1,-1,-1,-1,325,325,325,325,325,325,1,325.0
180000,1,3,1,32,0,0,0,0,0,0,6400,8612,7534,5506,4850,5000,0,161359.66666666666
50000,1,2,1,32,0,0,0,0,0,0,5027,3053,5040,1000,1016,501,0,13418.833333333334
70000,1,3,1,40,0,0,0,0,0,-1,1455,1278,1000,235,1600,4316,0,22161.166666666668
200000,1,1,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,273.3333333333333
50000,1,3,1,46,1,2,2,2,2,2,0,2800,0,1000,1000,0,1,12429.0
230000,1,2,1,47,-1,-1,-1,-1,-1,-1,1000,1000,0,1000,0,0,0,664.8333333333334
30000,1,1,1,42,1,2,2,2,0,0,0,3005,0,930,1000,2000,1,21232.5
30000,1,2,2,32,0,0,0,0,0,0,2000,2000,2000,1000,1000,1000,0,21918.666666666668
150000,1,2,2,34,-1,0,0,0,-1,-1,20000,1093,1000,1731,2169,1408,0,73275.16666666667
10000,1,2,2,30,0,-1,0,-1,-1,-1,3236,2000,390,0,780,0,1,1778.1666666666667
150000,1,1,2,29,0,0,0,0,0,0,2000,3000,1500,527,600,1000,0,8676.666666666666
360000,1,1,2,34,1,-2,-2,-1,-1,-1,0,0,733,0,1307,0,0,340.0
340000,1,1,2,38,0,0,0,-1,-1,-1,5000,7785,1699,1920,9151,187000,0,46032.166666666664
50000,1,2,2,34,0,0,0,0,0,0,1898,1996,2162,2000,1300,2000,0,40987.333333333336
30000,1,2,1,39,0,0,0,0,0,0,2007,2000,2000,417,1500,1500,0,17454.166666666668
360000,1,1,2,34,-2,-2,-2,-2,-2,-2,1206,3133,0,162,4881,445,0,2012.6666666666667
150000,1,1,1,46,0,0,0,0,0,0,6000,5000,7000,5165,5500,6000,0,143818.16666666666
160000,1,3,2,28,2,2,2,2,2,0,8100,0,14025,0,5300,500,1,138018.33333333334
30000,1,2,1,39,0,0,0,0,0,0,2003,2400,1200,317,190,0,0,20251.333333333332
480000,1,1,1,47,-1,-1,-1,-1,0,0,0,456,150244,2915,24550,100,0,77077.33333333333
200000,1,2,1,45,-1,0,-1,-1,0,-1,10000,31727,44626,18,2124,9844,0,36368.666666666664
50000,1,3,2,39,-1,-1,-1,0,0,0,0,48799,1773,1711,1785,1745,1,32303.5
20000,1,2,1,32,1,2,2,2,2,0,0,3309,381,0,389,890,1,19010.166666666668
60000,1,2,1,44,0,0,0,0,0,0,2000,2000,1962,1974,2159,2100,0,55749.166666666664
200000,1,1,2,26,0,0,-2,-2,-2,-1,0,0,0,0,40,84628,0,2482.0
20000,1,2,1,27,0,0,0,-2,-2,-2,2000,0,0,0,0,0,0,3458.8333333333335
440000,1,3,1,35,0,0,0,0,0,-1,2017,3000,3019,5011,23748,13633,0,14532.166666666666
100000,1,1,2,34,-1,2,2,-1,-1,-2,0,8,2570,0,0,0,0,683.0
100000,1,2,2,38,0,0,0,0,0,0,4499,4578,4606,3817,3998,3695,0,97193.16666666667
100000,1,2,1,48,0,0,2,2,2,2,3500,2000,1000,0,2000,0,0,15399.833333333334
230000,1,3,1,46,-2,-2,-2,-2,-2,-2,1421,1264,2577,0,1105,0,0,1274.1666666666667
50000,1,1,2,37,0,0,0,0,0,0,2000,3000,1700,3000,2500,5000,0,17718.5
50000,1,2,1,32,0,0,0,0,0,0,1472,1500,1282,618,640,644,0,27716.833333333332
30000,1,2,1,41,1,2,0,0,0,0,0,1244,1255,709,578,741,0,14842.333333333334
140000,1,2,2,32,1,2,2,2,2,3,3200,0,6500,4000,2000,3000,1,71526.66666666667
60000,1,3,2,43,0,0,0,0,0,0,1782,1850,1318,5822,794,2000,0,40494.666666666664
50000,1,3,1,41,1,2,2,2,0,0,0,3500,0,1100,1100,2000,0,27889.5
350000,1,2,2,36,0,0,0,0,0,0,8026,9503,9015,7511,8011,7361,0,228207.16666666666
20000,1,3,1,44,2,2,2,2,2,0,1300,1000,2700,0,850,850,1,13801.166666666666
20000,1,2,2,30,0,0,0,0,0,0,1238,1392,1200,329,0,0,0,15535.333333333334
50000,1,2,2,36,0,0,2,2,-2,-2,5000,0,2000,0,0,0,0,24507.333333333332
20000,1,2,1,41,1,2,2,2,0,0,0,2976,0,500,120,780,1,17468.5
110000,1,3,1,34,0,0,0,0,0,0,1717,2000,2000,1500,2000,5000,0,26419.5
200000,1,1,1,44,-1,2,2,-2,-2,-2,0,0,0,0,0,0,1,-255.0
260000,1,2,1,46,2,2,2,2,2,2,4000,4300,3000,3700,3400,3600,1,86602.83333333333
150000,1,2,1,36,2,2,0,0,0,0,0,4000,5000,12000,4000,6000,1,94083.83333333333
50000,1,2,2,33,0,0,0,0,0,0,5494,3202,3502,3200,2500,3000,0,24631.5
150000,1,2,2,35,-1,-1,-1,-1,-1,0,11526,18305,15861,2744,0,19682,0,10605.333333333334
250000,1,1,2,35,2,2,2,2,2,2,15000,0,24000,7000,7000,6700,1,171547.0
50000,1,5,2,49,0,0,0,0,0,0,1615,2507,10814,344,359,401,0,22722.5
50000,1,2,1,47,0,0,0,0,0,0,1600,8820,1293,820,700,689,0,27109.833333333332
50000,1,3,3,44,2,2,2,3,2,2,0,3949,1700,1200,2000,2000,0,43735.333333333336
80000,1,3,2,40,1,2,2,2,2,2,300,6200,2139,0,4000,0,0,70834.66666666667
20000,1,3,1,49,0,0,0,0,0,0,2820,4000,1200,5000,10000,0,0,17496.166666666668
220000,1,2,1,47,2,4,3,2,2,2,3000,0,6000,0,14004,0,1,202026.66666666666
120000,1,3,1,39,-1,2,2,0,0,3,1400,0,5000,5000,0,0,1,16455.666666666668
200000,1,3,2,39,0,0,0,0,0,0,16000,5013,5024,10000,5000,10000,0,91152.5
30000,1,3,1,47,0,0,0,-1,0,0,6624,3000,31959,1052,1062,1114,0,64932.166666666664
50000,1,2,2,43,0,0,0,0,0,0,1934,1917,2500,500,500,1000,0,35039.5
50000,1,3,2,42,2,0,0,0,0,2,1252,1274,1286,1057,0,306,0,7104.333333333333
230000,1,2,1,45,0,0,0,0,-1,-1,2000,1347,3078,1509,9000,8000,0,16554.5
280000,1,2,2,33,0,0,0,0,0,0,9104,9401,6001,6001,6201,6201,0,203797.33333333334
70000,1,1,2,43,0,0,0,0,0,0,2378,2600,2613,1500,1500,1500,0,57191.666666666664
120000,1,2,1,40,-1,0,0,0,0,0,4089,5179,2543,1176,0,0,0,86715.83333333333
170000,1,1,2,39,0,0,0,0,0,0,5505,4849,4614,4600,3704,4506,0,126225.83333333333
30000,1,3,1,41,1,2,2,0,0,0,1295,0,1306,673,698,1547,0,18204.333333333332
20000,1,2,1,33,0,0,0,2,2,-2,1275,3081,0,0,0,0,1,12421.0
20000,1,3,2,35,0,0,0,0,0,0,1281,1450,1600,382,383,345,0,18022.166666666668
220000,1,1,2,39,3,2,0,0,0,2,7500,7100,7203,15000,3500,4500,1,194184.66666666666
50000,1,2,2,44,0,0,0,0,-1,-1,3000,3007,1000,1290,0,0,0,11732.5
300000,1,6,1,46,0,0,0,0,0,-1,15000,13274,1010,185,2497,2497,0,150715.0
430000,1,2,2,29,-2,-2,-2,-2,-2,-2,3058,0,980,0,0,1030,0,913.3333333333334
30000,1,2,1,36,-1,2,-1,-1,-1,-1,0,390,390,390,0,780,1,464.3333333333333
20000,1,3,3,46,0,0,0,0,0,0,2000,2000,1500,500,0,0,0,13477.833333333334
210000,1,1,1,40,0,0,0,0,0,0,10030,6053,10036,6027,10028,10030,0,106564.66666666667
